name,p_nom,technology,emission_factor,p_nom_max,p_nom_extendable,min_power,efficiency,marginal_cost,bus,capital_cost
Unit_303,85,oil,0.25,85,FALSE,17,0.315,5.5,17,
Unit_304,875,hard coal,0.3,875,FALSE,175,0.401328561,1.3,199,1300000
Unit_305,655.6,hard coal,0.3,655.6,FALSE,131.12,0.377181914,1.3,122,1300000
Unit_306,282,natural gas,0.2,282,FALSE,56.4,0.404911064,5.5,87,
Unit_307,282,natural gas,0.2,282,FALSE,56.4,0.404911064,5.5,87,
Unit_308,282,natural gas,0.2,282,FALSE,56.4,0.404911064,5.5,87,
Unit_309,576,natural gas,0.2,576,FALSE,115.2,0.407362585,5.5,87,
Unit_310,211,hard coal,0.3,211,FALSE,42.2,0.40571886,1.3,16,1300000
Unit_311,179,hard coal,0.3,179,FALSE,35.8,0.390352812,1.3,16,1300000
Unit_312,96,hard coal,0.3,96,FALSE,19.2,0.350840118,1.3,161,1300000
Unit_313,148,hard coal,0.3,148,FALSE,29.6,0.357425567,1.3,161,1300000
Unit_314,77.4,oil,0.25,77.4,FALSE,15.48,0.3046,5.5,17,
Unit_315,263.5,oil,0.25,263.5,FALSE,52.7,0.3575,5.5,17,
Unit_316,415,oil,0.25,415,FALSE,83,0.3564,5.5,87,
Unit_317,52.28,natural gas,0.2,52.28,FALSE,10.456,0.381733322,5.5,187,
Unit_318,71.955,natural gas,0.2,71.955,FALSE,14.391,0.399762807,5.5,85,
Unit_319,130.574,natural gas,0.2,130.574,FALSE,261.148,0.478000698,5.5,30,
Unit_320,54,waste,0,54,FALSE,10.8,0.33,0,175,
Unit_321,72,natural gas,0.2,72,FALSE,14.4,0.340263607,5.5,1,
Unit_322,55.4,natural gas,0.2,55.4,FALSE,11.08,0.374899525,5.5,8,
Unit_323,65.1,waste,0,65.1,FALSE,13.02,0.33,0,167,
Unit_324,112.6,natural gas,0.2,112.6,FALSE,22.52,0.374650252,5.5,196,
Unit_325,151.402,natural gas,0.2,151.402,FALSE,302.804,0.47361137,5.5,101,
Unit_326,209.603,natural gas,0.2,209.603,FALSE,419.206,0.449561253,5.5,22,
Unit_327,52.154,natural gas,0.2,52.154,FALSE,104.308,0.443413457,5.5,139,
Unit_328,81.296,natural gas,0.2,81.296,FALSE,162.592,0.36709321,5.5,135,
Unit_329,10.423.769,natural gas,0.2,10.423.769,FALSE,20.847.538,0.48053449,5.5,34,
Unit_330,123.5,natural gas,0.2,123.5,FALSE,24.7,0.503195978,5.5,128,
Unit_331,129.624,natural gas,0.2,129.624,FALSE,259.248,0.406820465,5.5,84,
Unit_332,93.4,natural gas,0.2,93.4,FALSE,18.68,0.393551881,5.5,107,
Unit_333,65.8,hard coal,0.3,65.8,FALSE,13.16,0.400230986,1.3,107,1300000
Unit_334,194.013,natural gas,0.2,194.013,FALSE,388.026,0.394772316,5.5,54,
Unit_335,91.382,waste,0,91.382,FALSE,182.764,0.33,0,100,
Unit_336,50.5,natural gas,0.2,50.5,FALSE,10.1,0.4728,5.5,61,
Unit_337,85.256,natural gas,0.2,85.256,FALSE,170.512,0.458676462,5.5,69,
Unit_338,54.106,natural gas,0.2,54.106,FALSE,108.212,0.412825794,5.5,33,
Unit_339,229.375,oil,0.25,229.375,FALSE,45.875,0.371376567,5.5,119,
Unit_340,161.558.467,natural gas,0.2,161.558.467,FALSE,323.116.934,0.368993811,5.5,119,
Unit_341,210.335,natural gas,0.2,210.335,FALSE,42.067,0.380934524,5.5,164,
Unit_342,65.52,waste,0,65.52,FALSE,13.104,0.33,0,125,
Unit_343,198.885,natural gas,0.2,198.885,FALSE,39.777,0.432699986,5.5,54,
Unit_344,241.875,natural gas,0.2,241.875,FALSE,48.375,0.399026226,5.5,14,
Unit_345,95,oil,0.25,95,FALSE,19,0.3795,5.5,187,
Unit_346,80.195,natural gas,0.2,80.195,FALSE,16.039,0.373172226,5.5,87,
Unit_347,189.12,natural gas,0.2,189.12,FALSE,37.824,0.4672,5.5,10,
Unit_348,64,waste,0,64,FALSE,12.8,0.33,0,93,
Unit_349,54.222,hard coal,0.3,54.222,FALSE,108.444,0.370649702,1.3,139,1300000
Unit_350,74.5,natural gas,0.2,74.5,FALSE,14.9,0.351113242,5.5,139,
Unit_351,75.53,hard coal,0.3,75.53,FALSE,15.106,0.368967207,1.3,93,1300000
Unit_352,52.47,natural gas,0.2,52.47,FALSE,10.494,0.344168294,5.5,93,
Unit_353,66.1,natural gas,0.2,66.1,FALSE,13.22,0.373846298,5.5,19,
Unit_354,8.804.091,waste,0,8.804.091,FALSE,17.608.182,0.33,0,38,
Unit_355,6.687.947,natural gas,0.2,6.687.947,FALSE,13.375.894,0.367666187,5.5,38,
Unit_356,62.8,waste,0,62.8,FALSE,12.56,0.33,0,27,
Unit_357,204.15,natural gas,0.2,204.15,FALSE,40.83,0.446268228,5.5,125,
Unit_358,62.7,natural gas,0.2,62.7,FALSE,12.54,0.405910009,5.5,195,
Unit_359,59.64,oil,0.25,59.64,FALSE,11.928,0.348476056,5.5,46,
Unit_360,100.9,natural gas,0.2,100.9,FALSE,20.18,0.394226293,5.5,116,
Unit_361,73.345,natural gas,0.2,73.345,FALSE,14.669,0.477977178,5.5,41,
Unit_362,61.5,waste,0,61.5,FALSE,12.3,0.33,0,29,
Unit_363,52.899,natural gas,0.2,52.899,FALSE,105.798,0.471198968,5.5,21,
Unit_364,81.8,natural gas,0.2,81.8,FALSE,16.36,0.527973207,5.5,58,
Unit_365,83.14,hard coal,0.3,83.14,FALSE,16.628,0.405541431,1.3,77,1300000
Unit_366,108,natural gas,0.2,108,FALSE,21.6,0.527973207,5.5,132,
Unit_367,1.126.102,natural gas,0.2,1.126.102,FALSE,2.252.204,0.525004601,5.5,122,
Unit_368,83.098,natural gas,0.2,83.098,FALSE,166.196,0.404707708,5.5,47,
Unit_369,50,waste,0,50,FALSE,10,0.33,0,12,
Unit_370,78.049,natural gas,0.2,78.049,FALSE,156.098,0.45226283,5.5,83,
Unit_371,62.5,oil,0.25,62.5,FALSE,12.5,0.3675584,5.5,103,
Unit_372,92.907,natural gas,0.2,92.907,FALSE,185.814,0.601195716,5.5,194,
Unit_373,134.702,natural gas,0.2,134.702,FALSE,269.404,0.376736341,5.5,17,
Unit_374,192.645,natural gas,0.2,192.645,FALSE,38.529,0.40884778,5.5,39,
Unit_375,109.5,hard coal,0.3,109.5,FALSE,21.9,0.402711806,1.3,17,1300000
Unit_376,61.054,natural gas,0.2,61.054,FALSE,122.108,0.452023829,5.5,180,
Unit_377,61,oil,0.25,61,FALSE,12.2,0.36972623,5.5,42,
Unit_378,98.8,natural gas,0.2,98.8,FALSE,19.76,0.633118956,5.5,74,
Unit_379,98.019,natural gas,0.2,98.019,FALSE,196.038,0.388281644,5.5,49,
Unit_380,98,natural gas,0.2,98,FALSE,19.6,0.385789855,5.5,51,
Unit_381,75.643,natural gas,0.2,75.643,FALSE,151.286,0.400649121,5.5,27,
Unit_382,92.8,oil,0.25,92.8,FALSE,18.56,0.3332,5.5,130,
Unit_383,58.8,oil,0.25,58.8,FALSE,11.76,0.4008,5.5,49,
Unit_384,133.864,hard coal,0.3,133.864,FALSE,267.728,0.326467109,1.3,125,1300000
Unit_385,148.416,natural gas,0.2,148.416,FALSE,296.832,0.357719272,5.5,15,
Unit_386,93,natural gas,0.2,93,FALSE,18.6,0.407362585,5.5,150,
Unit_387,64,natural gas,0.2,64,FALSE,12.8,0.351953823,5.5,47,
Unit_388,186.756,natural gas,0.2,186.756,FALSE,373.512,0.349532635,5.5,58,
Unit_389,2.809.626.261,biomass,0,2.809.626.261,FALSE,0,1,0,63,
Unit_390,269.158.504,hydro,0,269.158.504,FALSE,0,1,0,63,
Unit_391,3.812.374.431,biomass,0,3.812.374.431,FALSE,0,1,0,63,
Unit_392,3.457.373.445,biomass,0,3.457.373.445,FALSE,0,1,0,86,
Unit_393,1.794.013.452,biomass,0,1.794.013.452,FALSE,0,1,0,58,
Unit_394,6.784.397.629,biomass,0,6.784.397.629,FALSE,0,1,0,15,
Unit_395,2.291.307.697,biomass,0,2.291.307.697,FALSE,0,1,0,111,
Unit_396,8.287.414.367,hydro,0,8.287.414.367,FALSE,0,1,0,111,
Unit_397,7.190.565.577,biomass,0,7.190.565.577,FALSE,0,1,0,165,
Unit_398,1.146.439.326,hydro,0,1.146.439.326,FALSE,0,1,0,165,
Unit_399,1.078.454.321,biomass,0,1.078.454.321,FALSE,0,1,0,74,
Unit_400,6.368.892.133,biomass,0,6.368.892.133,FALSE,0,1,0,104,
Unit_401,3.794.288.353,biomass,0,3.794.288.353,FALSE,0,1,0,111,
Unit_402,2.567.229.802,hydro,0,2.567.229.802,FALSE,0,1,0,111,
Unit_403,1.475.355.712,biomass,0,1.475.355.712,FALSE,0,1,0,23,
Unit_404,5.042.252.594,biomass,0,5.042.252.594,FALSE,0,1,0,71,
Unit_405,3.648.276.408,biomass,0,3.648.276.408,FALSE,0,1,0,23,
Unit_406,9.071.439.532,biomass,0,9.071.439.532,FALSE,0,1,0,96,
Unit_407,1.394.245.761,biomass,0,1.394.245.761,FALSE,0,1,0,23,
Unit_408,4.111.108.517,biomass,0,4.111.108.517,FALSE,0,1,0,63,
Unit_409,2.692.857.274,biomass,0,2.692.857.274,FALSE,0,1,0,39,
Unit_410,8.325.943.428,biomass,0,8.325.943.428,FALSE,0,1,0,164,
Unit_411,5.039.828.496,hydro,0,5.039.828.496,FALSE,0,1,0,164,
Unit_412,1.244.306.592,biomass,0,1.244.306.592,FALSE,0,1,0,128,
Unit_413,2.025.700.775,hydro,0,2.025.700.775,FALSE,0,1,0,128,
Unit_414,2.362.585.029,biomass,0,2.362.585.029,FALSE,0,1,0,108,
Unit_415,1.116.403.149,hydro,0,1.116.403.149,FALSE,0,1,0,108,
Unit_416,2.315.979.321,biomass,0,2.315.979.321,FALSE,0,1,0,53,
Unit_417,1.906.841.139,biomass,0,1.906.841.139,FALSE,0,1,0,53,
Unit_418,185.527.087,biomass,0,185.527.087,FALSE,0,1,0,27,
Unit_419,1.965.485.814,biomass,0,1.965.485.814,FALSE,0,1,0,133,
Unit_420,7.869.362.607,biomass,0,7.869.362.607,FALSE,0,1,0,184,
Unit_421,4.744.576.195,biomass,0,4.744.576.195,FALSE,0,1,0,137,
Unit_422,5.273.548.687,biomass,0,5.273.548.687,FALSE,0,1,0,5,
Unit_423,3.664.380.847,biomass,0,3.664.380.847,FALSE,0,1,0,115,
Unit_424,6.884.174.892,biomass,0,6.884.174.892,FALSE,0,1,0,58,
Unit_425,1.809.406.527,biomass,0,1.809.406.527,FALSE,0,1,0,153,
Unit_426,2.487.645.223,biomass,0,2.487.645.223,FALSE,0,1,0,153,
Unit_427,122.025.681,hydro,0,122.025.681,FALSE,0,1,0,153,
Unit_428,4.100.945.591,biomass,0,4.100.945.591,FALSE,0,1,0,138,
Unit_429,5.082.011.492,hydro,0,5.082.011.492,FALSE,0,1,0,138,
Unit_430,7.029.935.483,biomass,0,7.029.935.483,FALSE,0,1,0,69,
Unit_431,3.938.049.428,hydro,0,3.938.049.428,FALSE,0,1,0,69,
Unit_432,1.721.628.422,biomass,0,1.721.628.422,FALSE,0,1,0,21,
Unit_433,5.843.512.812,hydro,0,5.843.512.812,FALSE,0,1,0,21,
Unit_434,7.520.885.091,biomass,0,7.520.885.091,FALSE,0,1,0,6,
Unit_435,1.736.494.048,biomass,0,1.736.494.048,FALSE,0,1,0,171,
Unit_436,1.530.432.983,biomass,0,1.530.432.983,FALSE,0,1,0,167,
Unit_437,122.415.851,hydro,0,122.415.851,FALSE,0,1,0,167,
Unit_438,7.094.991.306,biomass,0,7.094.991.306,FALSE,0,1,0,162,
Unit_439,133.144.126,hydro,0,133.144.126,FALSE,0,1,0,162,
Unit_440,9.398.413.166,biomass,0,9.398.413.166,FALSE,0,1,0,192,
Unit_441,1.034.216.551,biomass,0,1.034.216.551,FALSE,0,1,0,150,
Unit_442,4.350.451.447,biomass,0,4.350.451.447,FALSE,0,1,0,54,
Unit_443,1.303.065.104,hydro,0,1.303.065.104,FALSE,0,1,0,54,
Unit_444,5.811.503.192,biomass,0,5.811.503.192,FALSE,0,1,0,117,
Unit_445,8.697.308.301,hydro,0,8.697.308.301,FALSE,0,1,0,117,
Unit_446,4.159.746.915,biomass,0,4.159.746.915,FALSE,0,1,0,119,
Unit_447,1.215.170.665,hydro,0,1.215.170.665,FALSE,0,1,0,119,
Unit_448,4.943.081.236,biomass,0,4.943.081.236,FALSE,0,1,0,83,
Unit_449,3.443.825.761,biomass,0,3.443.825.761,FALSE,0,1,0,126,
Unit_450,294.265.812,biomass,0,294.265.812,FALSE,0,1,0,181,
Unit_451,3.324.167.598,hydro,0,3.324.167.598,FALSE,0,1,0,181,
Unit_452,9.564.199.891,biomass,0,9.564.199.891,FALSE,0,1,0,45,
Unit_453,1.110.055.964,hydro,0,1.110.055.964,FALSE,0,1,0,45,
Unit_454,6.443.846.877,biomass,0,6.443.846.877,FALSE,0,1,0,61,
Unit_455,1.053.134.817,hydro,0,1.053.134.817,FALSE,0,1,0,61,
Unit_456,2.931.992.084,biomass,0,2.931.992.084,FALSE,0,1,0,10,
Unit_457,3.024.828.902,hydro,0,3.024.828.902,FALSE,0,1,0,10,
Unit_458,1.713.776.003,biomass,0,1.713.776.003,FALSE,0,1,0,110,
Unit_459,2.626.504.698,biomass,0,2.626.504.698,FALSE,0,1,0,116,
Unit_460,1.854.141.438,biomass,0,1.854.141.438,FALSE,0,1,0,198,
Unit_461,9.521.105.427,biomass,0,9.521.105.427,FALSE,0,1,0,59,
Unit_462,440.847.044,biomass,0,440.847.044,FALSE,0,1,0,122,
Unit_463,3.687.427.128,hydro,0,3.687.427.128,FALSE,0,1,0,122,
Unit_464,3.480.274.774,biomass,0,3.480.274.774,FALSE,0,1,0,179,
Unit_465,1.688.900.359,hydro,0,1.688.900.359,FALSE,0,1,0,179,
Unit_466,1.900.164.984,biomass,0,1.900.164.984,FALSE,0,1,0,194,
Unit_467,33.779.054,hydro,0,33.779.054,FALSE,0,1,0,194,
Unit_468,5.860.159.754,biomass,0,5.860.159.754,FALSE,0,1,0,29,
Unit_469,5.267.179.242,biomass,0,5.267.179.242,FALSE,0,1,0,157,
Unit_470,128.126.648,hydro,0,128.126.648,FALSE,0,1,0,157,
Unit_471,5.036.951.574,biomass,0,5.036.951.574,FALSE,0,1,0,174,
Unit_472,1.503.284.981,hydro,0,1.503.284.981,FALSE,0,1,0,174,
Unit_473,3.144.985.566,biomass,0,3.144.985.566,FALSE,0,1,0,49,
Unit_474,4.550.528.466,biomass,0,4.550.528.466,FALSE,0,1,0,186,
Unit_475,2.735.802.675,hydro,0,2.735.802.675,FALSE,0,1,0,186,
Unit_476,1.289.633.119,biomass,0,1.289.633.119,FALSE,0,1,0,68,
Unit_477,4.159.527.555,hydro,0,4.159.527.555,FALSE,0,1,0,68,
Unit_478,3.944.447.492,biomass,0,3.944.447.492,FALSE,0,1,0,191,
Unit_479,2.389.306.523,hydro,0,2.389.306.523,FALSE,0,1,0,191,
Unit_480,1.410.457.873,biomass,0,1.410.457.873,FALSE,0,1,0,88,
Unit_481,2.070.358.972,hydro,0,2.070.358.972,FALSE,0,1,0,88,
Unit_482,4.361.789.535,biomass,0,4.361.789.535,FALSE,0,1,0,49,
Unit_483,1.484.852.863,hydro,0,1.484.852.863,FALSE,0,1,0,49,
Unit_484,129.181.812,biomass,0,129.181.812,FALSE,0,1,0,195,
Unit_485,2.516.052.677,hydro,0,2.516.052.677,FALSE,0,1,0,195,
Unit_486,4.806.027.452,biomass,0,4.806.027.452,FALSE,0,1,0,93,
Unit_487,248.554.348,biomass,0,248.554.348,FALSE,0,1,0,135,
Unit_488,4.926.661.178,biomass,0,4.926.661.178,FALSE,0,1,0,159,
Unit_489,2.928.487.983,biomass,0,2.928.487.983,FALSE,0,1,0,98,
Unit_490,1.713.872.868,biomass,0,1.713.872.868,FALSE,0,1,0,49,
Unit_491,2.030.657.024,hydro,0,2.030.657.024,FALSE,0,1,0,49,
Unit_492,6.524.775.495,biomass,0,6.524.775.495,FALSE,0,1,0,158,
Unit_493,1.507.372.329,hydro,0,1.507.372.329,FALSE,0,1,0,158,
Unit_494,109.305.411,biomass,0,109.305.411,FALSE,0,1,0,135,
Unit_495,3.958.599.929,biomass,0,3.958.599.929,FALSE,0,1,0,158,
Unit_496,1.944.001.043,biomass,0,1.944.001.043,FALSE,0,1,0,82,
Unit_497,1.965.758.254,biomass,0,1.965.758.254,FALSE,0,1,0,93,
Unit_498,5.432.185.024,biomass,0,5.432.185.024,FALSE,0,1,0,136,
Unit_499,2.483.078.592,biomass,0,2.483.078.592,FALSE,0,1,0,180,
Unit_500,1.186.901.142,biomass,0,1.186.901.142,FALSE,0,1,0,171,
Unit_501,5.113.660.965,biomass,0,5.113.660.965,FALSE,0,1,0,75,
Unit_502,6.647.407.835,hydro,0,6.647.407.835,FALSE,0,1,0,75,
Unit_503,5.732.808.234,biomass,0,5.732.808.234,FALSE,0,1,0,29,
Unit_504,2.047.839.506,hydro,0,2.047.839.506,FALSE,0,1,0,29,
Unit_505,9.294.671.039,biomass,0,9.294.671.039,FALSE,0,1,0,29,
Unit_506,1.503.467.219,hydro,0,1.503.467.219,FALSE,0,1,0,29,
Unit_507,2.352.308.133,biomass,0,2.352.308.133,FALSE,0,1,0,127,
Unit_508,7.932.606.743,biomass,0,7.932.606.743,FALSE,0,1,0,52,
Unit_509,2.843.440.514,hydro,0,2.843.440.514,FALSE,0,1,0,52,
Unit_510,3.920.972.682,biomass,0,3.920.972.682,FALSE,0,1,0,13,
Unit_511,7.290.876.471,biomass,0,7.290.876.471,FALSE,0,1,0,190,
Unit_512,449.227.673,biomass,0,449.227.673,FALSE,0,1,0,89,
Unit_513,903.526.317,hydro,0,903.526.317,FALSE,0,1,0,89,
Unit_514,2.063.183.175,biomass,0,2.063.183.175,FALSE,0,1,0,67,
Unit_515,8.204.188.671,hydro,0,8.204.188.671,FALSE,0,1,0,67,
Unit_516,1.762.375.888,biomass,0,1.762.375.888,FALSE,0,1,0,77,
Unit_517,9.308.003.151,biomass,0,9.308.003.151,FALSE,0,1,0,156,
Unit_518,1.554.365.402,biomass,0,1.554.365.402,FALSE,0,1,0,91,
Unit_519,9.089.714.688,biomass,0,9.089.714.688,FALSE,0,1,0,140,
Unit_520,3.025.288.454,hydro,0,3.025.288.454,FALSE,0,1,0,140,
Unit_521,1.925.097.302,biomass,0,1.925.097.302,FALSE,0,1,0,157,
Unit_522,6.375.742.373,hydro,0,6.375.742.373,FALSE,0,1,0,157,
Unit_523,3.690.855.964,biomass,0,3.690.855.964,FALSE,0,1,0,199,
Unit_524,46.080.294,hydro,0,46.080.294,FALSE,0,1,0,199,
Unit_525,388.049.147,biomass,0,388.049.147,FALSE,0,1,0,35,
Unit_526,1.816.419.162,biomass,0,1.816.419.162,FALSE,0,1,0,122,
Unit_527,1.373.330.525,hydro,0,1.373.330.525,FALSE,0,1,0,122,
Unit_528,3.384.566.259,biomass,0,3.384.566.259,FALSE,0,1,0,150,
Unit_529,3.031.177.116,biomass,0,3.031.177.116,FALSE,0,1,0,17,
Unit_530,1.720.635.946,hydro,0,1.720.635.946,FALSE,0,1,0,17,
Unit_531,5.794.962.177,biomass,0,5.794.962.177,FALSE,0,1,0,132,
Unit_532,5.602.372.421,biomass,0,5.602.372.421,FALSE,0,1,0,1,
Unit_533,6.830.994.632,biomass,0,6.830.994.632,FALSE,0,1,0,43,
Unit_534,4.064.062.801,biomass,0,4.064.062.801,FALSE,0,1,0,187,
Unit_535,530.376.185,biomass,0,530.376.185,FALSE,0,1,0,38,
Unit_536,2.313.043.006,biomass,0,2.313.043.006,FALSE,0,1,0,148,
Unit_537,5.592.136.422,biomass,0,5.592.136.422,FALSE,0,1,0,70,
Unit_538,1.174.124.885,hydro,0,1.174.124.885,FALSE,0,1,0,70,
Unit_539,5.919.352.236,biomass,0,5.919.352.236,FALSE,0,1,0,38,
Unit_540,1.268.199.239,hydro,0,1.268.199.239,FALSE,0,1,0,38,
Unit_541,5.735.964.776,biomass,0,5.735.964.776,FALSE,0,1,0,38,
Unit_542,513.510.763,hydro,0,513.510.763,FALSE,0,1,0,38,
Unit_543,2.273.495.724,biomass,0,2.273.495.724,FALSE,0,1,0,177,
Unit_544,4.869.607.433,hydro,0,4.869.607.433,FALSE,0,1,0,177,
Unit_545,1.719.274.717,biomass,0,1.719.274.717,FALSE,0,1,0,56,
Unit_546,5.105.133.403,hydro,0,5.105.133.403,FALSE,0,1,0,56,
Unit_547,2.288.161.518,biomass,0,2.288.161.518,FALSE,0,1,0,90,
Unit_548,2.505.425.085,hydro,0,2.505.425.085,FALSE,0,1,0,90,
Unit_549,1.813.825.316,biomass,0,1.813.825.316,FALSE,0,1,0,114,
Unit_550,9.048.039.933,hydro,0,9.048.039.933,FALSE,0,1,0,114,
Unit_551,3.174.658.885,biomass,0,3.174.658.885,FALSE,0,1,0,54,
Unit_552,9.116.053.464,biomass,0,9.116.053.464,FALSE,0,1,0,143,
Unit_553,1.838.057.391,hydro,0,1.838.057.391,FALSE,0,1,0,143,
Unit_554,2.140.483.448,biomass,0,2.140.483.448,FALSE,0,1,0,0,
Unit_555,762.419.085,hydro,0,762.419.085,FALSE,0,1,0,0,
Unit_556,1.048.151.889,biomass,0,1.048.151.889,FALSE,0,1,0,109,
Unit_557,6.969.337.164,hydro,0,6.969.337.164,FALSE,0,1,0,109,
Unit_558,1.294.539.743,biomass,0,1.294.539.743,FALSE,0,1,0,73,
Unit_559,2.097.129.906,hydro,0,2.097.129.906,FALSE,0,1,0,73,
Unit_560,2.826.268.887,biomass,0,2.826.268.887,FALSE,0,1,0,79,
Unit_561,1.278.426.494,hydro,0,1.278.426.494,FALSE,0,1,0,79,
Unit_562,1.702.374.875,biomass,0,1.702.374.875,FALSE,0,1,0,150,
Unit_563,6.461.639.812,biomass,0,6.461.639.812,FALSE,0,1,0,160,
Unit_564,9.283.969.517,hydro,0,9.283.969.517,FALSE,0,1,0,160,
Unit_565,2.020.944.263,biomass,0,2.020.944.263,FALSE,0,1,0,160,
Unit_566,6.610.872.684,hydro,0,6.610.872.684,FALSE,0,1,0,160,
Unit_567,2.960.872.093,biomass,0,2.960.872.093,FALSE,0,1,0,193,
Unit_568,7.445.242.111,hydro,0,7.445.242.111,FALSE,0,1,0,193,
Unit_569,1.215.209.323,biomass,0,1.215.209.323,FALSE,0,1,0,36,
Unit_570,4.812.158.692,biomass,0,4.812.158.692,FALSE,0,1,0,99,
Unit_571,3.403.891.354,hydro,0,3.403.891.354,FALSE,0,1,0,99,
Unit_572,2.899.061.174,biomass,0,2.899.061.174,FALSE,0,1,0,57,
Unit_573,5.642.033.771,biomass,0,5.642.033.771,FALSE,0,1,0,130,
Unit_574,4.007.400.448,hydro,0,4.007.400.448,FALSE,0,1,0,130,
Unit_575,7.423.994.325,biomass,0,7.423.994.325,FALSE,0,1,0,163,
Unit_576,1.288.007.849,biomass,0,1.288.007.849,FALSE,0,1,0,195,
Unit_577,1.948.682.798,hydro,0,1.948.682.798,FALSE,0,1,0,195,
Unit_578,1.496.892.376,biomass,0,1.496.892.376,FALSE,0,1,0,24,
Unit_579,2.034.354.392,hydro,0,2.034.354.392,FALSE,0,1,0,24,
Unit_580,4.210.653.626,biomass,0,4.210.653.626,FALSE,0,1,0,27,
Unit_581,580.045.032,biomass,0,580.045.032,FALSE,0,1,0,134,
Unit_582,172.170.993,biomass,0,172.170.993,FALSE,0,1,0,55,
Unit_583,2.883.836.607,hydro,0,2.883.836.607,FALSE,0,1,0,55,
Unit_584,3.132.251.601,biomass,0,3.132.251.601,FALSE,0,1,0,34,
Unit_585,411.663.224,hydro,0,411.663.224,FALSE,0,1,0,34,
Unit_586,3.212.259.032,biomass,0,3.212.259.032,FALSE,0,1,0,40,
Unit_587,6.615.366.737,hydro,0,6.615.366.737,FALSE,0,1,0,40,
Unit_588,2.057.923.767,biomass,0,2.057.923.767,FALSE,0,1,0,40,
Unit_589,1.823.190.652,hydro,0,1.823.190.652,FALSE,0,1,0,40,
Unit_590,1.237.359.634,biomass,0,1.237.359.634,FALSE,0,1,0,118,
Unit_591,2.053.859.601,biomass,0,2.053.859.601,FALSE,0,1,0,30,
Unit_592,343.499.688,hydro,0,343.499.688,FALSE,0,1,0,30,
Unit_593,1.868.309.803,biomass,0,1.868.309.803,FALSE,0,1,0,7,
Unit_594,8.851.429.231,hydro,0,8.851.429.231,FALSE,0,1,0,7,
Unit_595,6.573.710.316,biomass,0,6.573.710.316,FALSE,0,1,0,59,
Unit_596,1.842.726.479,biomass,0,1.842.726.479,FALSE,0,1,0,169,
Unit_597,248.315.836,hydro,0,248.315.836,FALSE,0,1,0,169,
Unit_598,2.905.007.936,biomass,0,2.905.007.936,FALSE,0,1,0,175,
Unit_599,8.168.488.546,hydro,0,8.168.488.546,FALSE,0,1,0,175,
Unit_600,8.811.004.519,biomass,0,8.811.004.519,FALSE,0,1,0,45,
Unit_601,8.955.448.813,hydro,0,8.955.448.813,FALSE,0,1,0,45,
Unit_602,9.481.636.266,biomass,0,9.481.636.266,FALSE,0,1,0,121,
Unit_603,5.640.090.818,biomass,0,5.640.090.818,FALSE,0,1,0,8,
Unit_604,6.412.025.798,biomass,0,6.412.025.798,FALSE,0,1,0,25,
Unit_605,1.895.574.328,hydro,0,1.895.574.328,FALSE,0,1,0,25,
Unit_606,7.039.323.783,biomass,0,7.039.323.783,FALSE,0,1,0,146,
Unit_607,1.523.754.585,biomass,0,1.523.754.585,FALSE,0,1,0,182,
Unit_608,2.003.730.815,biomass,0,2.003.730.815,FALSE,0,1,0,146,
