name,p_nom,technology,emission_factor,p_nom_max,p_nom_extendable,min_power,efficiency,marginal_cost,bus,capital_cost
Unit_609,4.843.411.722,biomass,0,4.843.411.722,FALSE,0,1,0,30,
Unit_610,1.288.962.125,hydro,0,1.288.962.125,FALSE,0,1,0,30,
Unit_611,1.899.605.741,biomass,0,1.899.605.741,FALSE,0,1,0,26,
Unit_612,356.619.666,hydro,0,356.619.666,FALSE,0,1,0,26,
Unit_613,2.581.042.453,biomass,0,2.581.042.453,FALSE,0,1,0,51,
Unit_614,2.811.389.159,hydro,0,2.811.389.159,FALSE,0,1,0,51,
Unit_615,176.210.398,biomass,0,176.210.398,FALSE,0,1,0,161,
Unit_616,2.024.764.356,hydro,0,2.024.764.356,FALSE,0,1,0,161,
Unit_617,9.030.147.986,biomass,0,9.030.147.986,FALSE,0,1,0,151,
Unit_618,8.717.866.232,hydro,0,8.717.866.232,FALSE,0,1,0,151,
Unit_619,3.298.814.657,biomass,0,3.298.814.657,FALSE,0,1,0,97,
Unit_620,4.476.509.308,biomass,0,4.476.509.308,FALSE,0,1,0,149,
Unit_621,1.371.607.802,hydro,0,1.371.607.802,FALSE,0,1,0,149,
Unit_622,5.208.154.102,biomass,0,5.208.154.102,FALSE,0,1,0,85,
Unit_623,4.363.796.528,hydro,0,4.363.796.528,FALSE,0,1,0,85,
Unit_624,101.083.442,biomass,0,101.083.442,FALSE,0,1,0,85,
Unit_625,577.710.336,hydro,0,577.710.336,FALSE,0,1,0,85,
Unit_626,3.812.196.656,biomass,0,3.812.196.656,FALSE,0,1,0,166,
Unit_627,1.680.621.458,hydro,0,1.680.621.458,FALSE,0,1,0,166,
Unit_628,1.498.998.115,biomass,0,1.498.998.115,FALSE,0,1,0,69,
Unit_629,4.685.360.621,hydro,0,4.685.360.621,FALSE,0,1,0,69,
Unit_630,3.404.331.766,biomass,0,3.404.331.766,FALSE,0,1,0,142,
Unit_631,8.548.913.203,hydro,0,8.548.913.203,FALSE,0,1,0,142,
Unit_632,4.502.885.935,biomass,0,4.502.885.935,FALSE,0,1,0,76,
Unit_633,5.787.181.154,hydro,0,5.787.181.154,FALSE,0,1,0,76,
Unit_634,297.303.905,biomass,0,297.303.905,FALSE,0,1,0,22,
Unit_635,1.247.661.803,hydro,0,1.247.661.803,FALSE,0,1,0,22,
Unit_636,6.151.034.461,biomass,0,6.151.034.461,FALSE,0,1,0,20,
Unit_637,247.987.729,hydro,0,247.987.729,FALSE,0,1,0,20,
Unit_638,460.923.902,biomass,0,460.923.902,FALSE,0,1,0,113,
Unit_639,8.413.206.322,hydro,0,8.413.206.322,FALSE,0,1,0,113,
Unit_640,119.355.973,biomass,0,119.355.973,FALSE,0,1,0,196,
Unit_641,4.882.142.971,hydro,0,4.882.142.971,FALSE,0,1,0,196,
Unit_642,1.457.307.874,biomass,0,1.457.307.874,FALSE,0,1,0,95,
Unit_643,5.985.157.698,hydro,0,5.985.157.698,FALSE,0,1,0,95,
Unit_644,1.210.596.421,biomass,0,1.210.596.421,FALSE,0,1,0,107,
Unit_645,2.929.434.643,biomass,0,2.929.434.643,FALSE,0,1,0,62,
Unit_646,8.605.043.433,hydro,0,8.605.043.433,FALSE,0,1,0,62,
Unit_647,4.678.245.153,biomass,0,4.678.245.153,FALSE,0,1,0,145,
Unit_648,340.517.407,hydro,0,340.517.407,FALSE,0,1,0,145,
Unit_649,7.237.653.551,biomass,0,7.237.653.551,FALSE,0,1,0,124,
Unit_650,152.835.265,hydro,0,152.835.265,FALSE,0,1,0,124,
Unit_651,6.062.450.695,biomass,0,6.062.450.695,FALSE,0,1,0,113,
Unit_652,9.858.009.111,hydro,0,9.858.009.111,FALSE,0,1,0,113,
Unit_653,6.040.407.131,biomass,0,6.040.407.131,FALSE,0,1,0,12,
Unit_654,144.146.452,hydro,0,144.146.452,FALSE,0,1,0,12,
Unit_655,3.775.308.443,biomass,0,3.775.308.443,FALSE,0,1,0,168,
Unit_656,8.048.499.964,biomass,0,8.048.499.964,FALSE,0,1,0,34,
Unit_657,3.114.219.812,biomass,0,3.114.219.812,FALSE,0,1,0,66,
Unit_658,142.024.198,biomass,0,142.024.198,FALSE,0,1,0,121,
Unit_659,1.425.905.461,hydro,0,1.425.905.461,FALSE,0,1,0,121,
Unit_660,5.319.062.808,biomass,0,5.319.062.808,FALSE,0,1,0,101,
Unit_661,7.563.864.305,hydro,0,7.563.864.305,FALSE,0,1,0,101,
Unit_662,1.427.131.587,biomass,0,1.427.131.587,FALSE,0,1,0,188,
Unit_663,2.679.250.534,hydro,0,2.679.250.534,FALSE,0,1,0,188,
Unit_664,4.131.325.805,biomass,0,4.131.325.805,FALSE,0,1,0,58,
Unit_665,2.648.507.102,biomass,0,2.648.507.102,FALSE,0,1,0,87,
Unit_666,1.543.806.566,hydro,0,1.543.806.566,FALSE,0,1,0,87,
Unit_667,5.365.265.686,biomass,0,5.365.265.686,FALSE,0,1,0,37,
Unit_668,3.316.022.425,hydro,0,3.316.022.425,FALSE,0,1,0,37,
Unit_669,5.809.521.799,biomass,0,5.809.521.799,FALSE,0,1,0,87,
Unit_670,1.522.595.423,hydro,0,1.522.595.423,FALSE,0,1,0,87,
Unit_671,4.531.665.384,biomass,0,4.531.665.384,FALSE,0,1,0,46,
Unit_672,1.010.394.118,hydro,0,1.010.394.118,FALSE,0,1,0,46,
Unit_673,2.002.709.355,biomass,0,2.002.709.355,FALSE,0,1,0,28,
Unit_674,5.062.043.792,hydro,0,5.062.043.792,FALSE,0,1,0,28,
Unit_675,5.212.955.353,biomass,0,5.212.955.353,FALSE,0,1,0,11,
Unit_676,348.856.463,hydro,0,348.856.463,FALSE,0,1,0,11,
Unit_677,7.736.160.273,biomass,0,7.736.160.273,FALSE,0,1,0,170,
Unit_678,1.775.425.812,hydro,0,1.775.425.812,FALSE,0,1,0,170,
Unit_679,5.510.930.013,biomass,0,5.510.930.013,FALSE,0,1,0,154,
Unit_680,4.236.136.466,biomass,0,4.236.136.466,FALSE,0,1,0,16,
Unit_681,123.464.978,hydro,0,123.464.978,FALSE,0,1,0,16,
Unit_682,3.115.562.086,biomass,0,3.115.562.086,FALSE,0,1,0,16,
Unit_683,2.661.104.796,hydro,0,2.661.104.796,FALSE,0,1,0,16,
Unit_684,7.061.575.824,biomass,0,7.061.575.824,FALSE,0,1,0,189,
Unit_685,2.035.493.997,hydro,0,2.035.493.997,FALSE,0,1,0,189,
Unit_686,9.204.430.548,biomass,0,9.204.430.548,FALSE,0,1,0,116,
Unit_687,1.568.385.916,hydro,0,1.568.385.916,FALSE,0,1,0,21,
Unit_688,1.496.065.968,biomass,0,1.496.065.968,FALSE,0,1,0,199,
Unit_689,1.383.765.222,biomass,0,1.383.765.222,FALSE,0,1,0,131,
Unit_690,4.575.184.951,hydro,0,4.575.184.951,FALSE,0,1,0,131,
Unit_691,1.670.382.057,biomass,0,1.670.382.057,FALSE,0,1,0,166,
Unit_692,1.258.443.062,hydro,0,1.258.443.062,FALSE,0,1,0,166,
Unit_693,1.322.963.679,biomass,0,1.322.963.679,FALSE,0,1,0,78,
Unit_694,1.269.655.554,hydro,0,1.269.655.554,FALSE,0,1,0,78,
Unit_695,2.825.466.046,biomass,0,2.825.466.046,FALSE,0,1,0,80,
Unit_696,7.749.623.956,hydro,0,7.749.623.956,FALSE,0,1,0,80,
Unit_697,3.069.232.496,hydro,0,3.069.232.496,FALSE,0,1,0,51,
Unit_698,1.630.183.885,biomass,0,1.630.183.885,FALSE,0,1,0,51,
Unit_699,5.996.508.644,hydro,0,5.996.508.644,FALSE,0,1,0,51,
Unit_700,2.579.070.929,biomass,0,2.579.070.929,FALSE,0,1,0,84,
Unit_701,8.148.933.934,hydro,0,8.148.933.934,FALSE,0,1,0,84,
Unit_702,1.250.278.377,biomass,0,1.250.278.377,FALSE,0,1,0,0,
Unit_703,3.209.708.104,hydro,0,3.209.708.104,FALSE,0,1,0,0,
Unit_704,5.998.853.518,biomass,0,5.998.853.518,FALSE,0,1,0,1,
Unit_705,445.301.955,biomass,0,445.301.955,FALSE,0,1,0,178,
Unit_706,49.087.377,hydro,0,49.087.377,FALSE,0,1,0,178,
Unit_707,4.238.732.241,biomass,0,4.238.732.241,FALSE,0,1,0,84,
Unit_708,1.706.357.012,hydro,0,1.706.357.012,FALSE,0,1,0,84,
Unit_709,3.433.478.085,biomass,0,3.433.478.085,FALSE,0,1,0,97,
Unit_710,200.007.665,hydro,0,200.007.665,FALSE,0,1,0,97,
Unit_711,6.901.456.765,biomass,0,6.901.456.765,FALSE,0,1,0,36,
Unit_712,1.569.064.929,hydro,0,1.569.064.929,FALSE,0,1,0,36,
Unit_713,2.860.544.149,biomass,0,2.860.544.149,FALSE,0,1,0,9,
Unit_714,4.820.996.074,hydro,0,4.820.996.074,FALSE,0,1,0,9,
Unit_715,1.040.896.874,biomass,0,1.040.896.874,FALSE,0,1,0,100,
Unit_716,2.907.099.156,hydro,0,2.907.099.156,FALSE,0,1,0,100,
Unit_717,2.062.685.782,biomass,0,2.062.685.782,FALSE,0,1,0,71,
Unit_718,1.556.098.129,biomass,0,1.556.098.129,FALSE,0,1,0,33,
Unit_719,1.854.349.469,hydro,0,1.854.349.469,FALSE,0,1,0,33,
Unit_720,3.272.375.161,biomass,0,3.272.375.161,FALSE,0,1,0,18,
Unit_721,3.162.682.183,hydro,0,3.162.682.183,FALSE,0,1,0,18,
Unit_722,3.917.512.471,biomass,0,3.917.512.471,FALSE,0,1,0,17,
Unit_723,1.130.217.595,hydro,0,1.130.217.595,FALSE,0,1,0,17,
Unit_724,5.641.379,biomass,0,5.641.379,FALSE,0,1,0,9,
Unit_725,616.107.234,hydro,0,616.107.234,FALSE,0,1,0,9,
Unit_726,2.810.189.366,biomass,0,2.810.189.366,FALSE,0,1,0,152,
Unit_727,248.599.281,hydro,0,248.599.281,FALSE,0,1,0,152,
Unit_728,2.878.098.501,biomass,0,2.878.098.501,FALSE,0,1,0,106,
Unit_729,3.740.347.708,biomass,0,3.740.347.708,FALSE,0,1,0,176,
Unit_730,3.082.164.775,hydro,0,3.082.164.775,FALSE,0,1,0,176,
Unit_731,7.878.329.663,biomass,0,7.878.329.663,FALSE,0,1,0,65,
Unit_732,3.805.794.071,hydro,0,3.805.794.071,FALSE,0,1,0,65,
Unit_733,2.054.017.785,biomass,0,2.054.017.785,FALSE,0,1,0,120,
Unit_734,1.488.938.303,hydro,0,1.488.938.303,FALSE,0,1,0,120,
Unit_735,8.560.949.444,biomass,0,8.560.949.444,FALSE,0,1,0,8,
Unit_736,1.615.736.162,biomass,0,1.615.736.162,FALSE,0,1,0,8,
Unit_737,3.231.565.176,hydro,0,3.231.565.176,FALSE,0,1,0,8,
Unit_738,1.801.922.625,biomass,0,1.801.922.625,FALSE,0,1,0,61,
Unit_739,3.333.306.713,hydro,0,3.333.306.713,FALSE,0,1,0,61,
Unit_740,1.444.942.277,biomass,0,1.444.942.277,FALSE,0,1,0,88,
Unit_741,9.278.872.279,biomass,0,9.278.872.279,FALSE,0,1,0,4,
Unit_742,1.022.196.934,hydro,0,1.022.196.934,FALSE,0,1,0,4,
Unit_743,3.104.101.147,biomass,0,3.104.101.147,FALSE,0,1,0,89,
Unit_744,3.054.182.589,hydro,0,3.054.182.589,FALSE,0,1,0,89,
Unit_745,1.312.324.161,biomass,0,1.312.324.161,FALSE,0,1,0,147,
Unit_746,1.637.164.213,hydro,0,1.637.164.213,FALSE,0,1,0,147,
Unit_747,2.706.252.166,biomass,0,2.706.252.166,FALSE,0,1,0,14,
Unit_748,71.432.526,hydro,0,71.432.526,FALSE,0,1,0,14,
Unit_749,7.741.789.753,biomass,0,7.741.789.753,FALSE,0,1,0,14,
Unit_750,1.452.227.524,hydro,0,1.452.227.524,FALSE,0,1,0,14,
Unit_751,1.701.187.463,biomass,0,1.701.187.463,FALSE,0,1,0,102,
Unit_752,2.104.333.426,hydro,0,2.104.333.426,FALSE,0,1,0,102,
Unit_753,1.074.770.213,biomass,0,1.074.770.213,FALSE,0,1,0,139,
Unit_754,3.443.465.689,biomass,0,3.443.465.689,FALSE,0,1,0,75,
Unit_755,1.819.781.102,hydro,0,1.819.781.102,FALSE,0,1,0,75,
Unit_756,4.461.670.933,biomass,0,4.461.670.933,FALSE,0,1,0,48,
Unit_757,2.876.489.912,biomass,0,2.876.489.912,FALSE,0,1,0,155,
Unit_758,5.597.469.486,hydro,0,5.597.469.486,FALSE,0,1,0,155,
Unit_759,6.687.458.407,biomass,0,6.687.458.407,FALSE,0,1,0,35,
Unit_760,1.046.277.717,biomass,0,1.046.277.717,FALSE,0,1,0,8,
Unit_761,3.959.507.102,biomass,0,3.959.507.102,FALSE,0,1,0,47,
Unit_762,1.144.264.099,hydro,0,1.144.264.099,FALSE,0,1,0,47,
Unit_763,4.602.359.493,biomass,0,4.602.359.493,FALSE,0,1,0,197,
Unit_764,435.156.687,hydro,0,435.156.687,FALSE,0,1,0,197,
Unit_765,3.767.440.989,biomass,0,3.767.440.989,FALSE,0,1,0,183,
Unit_766,2.380.294.509,hydro,0,2.380.294.509,FALSE,0,1,0,183,
Unit_767,2.178.796.335,biomass,0,2.178.796.335,FALSE,0,1,0,100,
Unit_768,1.278.231.951,hydro,0,1.278.231.951,FALSE,0,1,0,100,
Unit_769,1.646.962.241,biomass,0,1.646.962.241,FALSE,0,1,0,107,
Unit_770,3.117.163.186,solar pv,0,1.355.965.986,TRUE,0,1,0,78,
Unit_771,3.015.630.459,wind_onshore,0,7.840.639.194,TRUE,0,1,0,78,
Unit_772,3.902.739.361,solar pv,0,1.697.691.622,TRUE,0,1,0,63,
Unit_773,3.318.488.367,wind_onshore,0,8.628.069.754,TRUE,0,1,0,63,
Unit_774,2.895.921.561,solar pv,0,1.259.725.879,TRUE,0,1,0,63,
Unit_775,2.925.877.507,wind_onshore,0,7.607.281.518,TRUE,0,1,0,63,
Unit_776,9.723.873.784,solar pv,0,4.229.885.096,TRUE,0,1,0,86,
Unit_777,8.991.843.504,wind_onshore,0,2.337.879.311,TRUE,0,1,0,86,
Unit_778,4.557.237.722,solar pv,0,1.982.398.409,TRUE,0,1,0,58,
Unit_779,3.495.028.503,wind_onshore,0,9.087.074.108,TRUE,0,1,0,58,
Unit_780,9.545.921.568,solar pv,0,4.152.475.882,TRUE,0,1,0,15,
Unit_781,7.966.458.042,wind_onshore,0,2.071.279.091,TRUE,0,1,0,15,
Unit_782,1.871.020.096,solar pv,0,8.138.937.418,TRUE,0,1,0,111,
Unit_783,1.270.783.432,wind_onshore,0,3.304.036.922,TRUE,0,1,0,111,
Unit_784,1.338.609.049,solar pv,0,5.822.949.362,TRUE,0,1,0,165,
Unit_785,4.543.398.786,solar pv,0,1.976.378.472,TRUE,0,1,0,74,
Unit_786,3.606.087.034,wind_onshore,0,9.375.826.288,TRUE,0,1,0,74,
Unit_787,7.172.595.885,solar pv,0,312.007.921,TRUE,0,1,0,104,
Unit_788,1.378.698.513,wind_onshore,0,3.584.616.135,TRUE,0,1,0,104,
Unit_789,3.048.186.453,solar pv,0,1.325.961.107,TRUE,0,1,0,111,
Unit_790,8.724.002.108,wind_onshore,0,2.268.240.548,TRUE,0,1,0,111,
Unit_791,367.917.297,solar pv,0,1.600.440.242,TRUE,0,1,0,23,
Unit_792,1.560.578.447,wind_onshore,0,4.057.503.963,TRUE,0,1,0,23,
Unit_793,3.553.196.041,solar pv,0,1.545.640.278,TRUE,0,1,0,71,
Unit_794,5.015.705.073,wind_onshore,0,1.304.083.319,TRUE,0,1,0,71,
Unit_795,4.472.538.106,solar pv,0,1.945.554.076,TRUE,0,1,0,23,
Unit_796,3.516.597.713,wind_onshore,0,9.143.154.054,TRUE,0,1,0,23,
Unit_797,6.066.291.818,solar pv,0,2.638.836.941,TRUE,0,1,0,96,
Unit_798,7.041.104.542,wind_onshore,0,1.830.687.181,TRUE,0,1,0,96,
Unit_799,2.600.764.405,solar pv,0,1.131.332.516,TRUE,0,1,0,23,
Unit_800,1.054.230.731,wind_onshore,0,2.740.999.901,TRUE,0,1,0,23,
Unit_801,2.866.305.828,solar pv,0,1.246.843.035,TRUE,0,1,0,63,
Unit_802,4.684.436.892,wind_onshore,0,1.217.953.592,TRUE,0,1,0,63,
Unit_803,4.051.678.432,solar pv,0,1.762.480.118,TRUE,0,1,0,39,
Unit_804,3.053.053.502,wind_onshore,0,7.937.939.106,TRUE,0,1,0,39,
Unit_805,1.620.829.373,solar pv,0,7.050.607.774,TRUE,0,1,0,164,
Unit_806,1.674.280.262,wind_onshore,0,4.353.128.681,TRUE,0,1,0,164,
Unit_807,3.754.207.172,solar pv,0,163.308.012,TRUE,0,1,0,128,
Unit_808,2.786.724.227,wind_onshore,0,7.245.482.989,TRUE,0,1,0,128,
Unit_809,1.174.755.855,solar pv,0,5.110.187.968,TRUE,0,1,0,108,
Unit_810,8.084.707.123,wind_onshore,0,2.102.023.852,TRUE,0,1,0,108,
Unit_811,4.361.362.317,solar pv,0,1.897.192.608,TRUE,0,1,0,53,
Unit_812,3.547.536.931,wind_onshore,0,9.223.596.021,TRUE,0,1,0,53,
Unit_813,1.015.628.383,solar pv,0,4.417.983.467,TRUE,0,1,0,27,
Unit_814,1.023.939.282,wind_onshore,0,2.662.242.133,TRUE,0,1,0,27,
Unit_815,9.600.095.503,solar pv,0,4.176.041.544,TRUE,0,1,0,133,
Unit_816,1.493.754.845,wind_onshore,0,3.883.762.598,TRUE,0,1,0,133,
Unit_817,1.017.065.764,solar pv,0,4.424.236.073,TRUE,0,1,0,184,
Unit_818,206.073.019,wind_onshore,0,5.357.898.493,TRUE,0,1,0,184,
Unit_819,4.531.879.655,solar pv,0,197.136.765,TRUE,0,1,0,137,
Unit_820,7.293.623.392,wind_onshore,0,1.896.342.082,TRUE,0,1,0,137,
Unit_821,7.217.359.315,solar pv,0,3.139.551.302,TRUE,0,1,0,5,
Unit_822,1.637.014.521,wind_onshore,0,4.256.237.754,TRUE,0,1,0,5,
Unit_823,6.881.611.423,solar pv,0,2.993.500.969,TRUE,0,1,0,115,
Unit_824,58.936.689,wind_onshore,0,1.532.353.914,TRUE,0,1,0,115,
Unit_825,5.136.813.421,solar pv,0,2.234.513.838,TRUE,0,1,0,58,
Unit_826,4.249.375.031,wind_onshore,0,1.104.837.508,TRUE,0,1,0,58,
Unit_827,2.909.418.784,solar pv,0,1.265.597.171,TRUE,0,1,0,153,
Unit_828,5.218.892.296,wind_onshore,0,1.356.911.997,TRUE,0,1,0,153,
Unit_829,7.050.607.998,solar pv,0,3.067.014.479,TRUE,0,1,0,153,
Unit_830,5.685.237.812,wind_onshore,0,1.478.161.831,TRUE,0,1,0,153,
Unit_831,6.272.318.621,solar pv,0,27.284.586,TRUE,0,1,0,138,
Unit_832,5.143.384.842,wind_onshore,0,1.337.280.059,TRUE,0,1,0,138,
Unit_833,2.859.293.018,solar pv,0,1.243.792.463,TRUE,0,1,0,69,
Unit_834,8.585.481.258,wind_onshore,0,2.232.225.127,TRUE,0,1,0,69,
Unit_835,1.867.069.501,solar pv,0,8.121.752.328,TRUE,0,1,0,170,
Unit_836,2.377.011.763,solar pv,0,1.034.000.117,TRUE,0,1,0,21,
Unit_837,2.371.244.617,wind_onshore,0,6.165.236.005,TRUE,0,1,0,21,
Unit_838,3.106.828.956,solar pv,0,1.351.470.596,TRUE,0,1,0,6,
Unit_839,3.703.149.231,wind_onshore,0,9.628.188,TRUE,0,1,0,6,
Unit_840,2.269.779.069,solar pv,0,987.353.895,TRUE,0,1,0,171,
Unit_841,1.661.153.598,wind_onshore,0,4.318.999.356,TRUE,0,1,0,171,
Unit_842,6.026.263.736,solar pv,0,2.621.424.725,TRUE,0,1,0,167,
Unit_843,1.218.613.197,wind_onshore,0,3.168.394.313,TRUE,0,1,0,167,
Unit_844,4.144.605.529,solar pv,0,1.802.903.405,TRUE,0,1,0,162,
Unit_845,5.783.563.819,wind_onshore,0,1.503.726.593,TRUE,0,1,0,162,
Unit_846,3.128.754.101,solar pv,0,1.361.008.034,TRUE,0,1,0,167,
Unit_847,1.538.586.195,solar pv,0,6.692.849.947,TRUE,0,1,0,192,
Unit_848,1.051.092.797,solar pv,0,4.572.253.666,TRUE,0,1,0,150,
Unit_849,415.254.429,solar pv,0,1.806.356.766,TRUE,0,1,0,54,
Unit_850,576.543.255,wind_onshore,0,1.499.012.463,TRUE,0,1,0,54,
Unit_851,8.842.492.761,solar pv,0,3.846.484.351,TRUE,0,1,0,117,
Unit_852,8.173.275.088,wind_onshore,0,2.125.051.523,TRUE,0,1,0,117,
Unit_853,1.037.428.362,solar pv,0,4.512.813.374,TRUE,0,1,0,119,
Unit_854,5.805.135.377,wind_onshore,0,1.509.335.198,TRUE,0,1,0,119,
Unit_855,8.129.782.756,solar pv,0,3.536.455.499,TRUE,0,1,0,83,
Unit_856,5.680.432.258,wind_onshore,0,1.476.912.387,TRUE,0,1,0,83,
Unit_857,3.841.367.448,solar pv,0,167.099.484,TRUE,0,1,0,126,
Unit_858,3.249.117.857,wind_onshore,0,8.447.706.428,TRUE,0,1,0,126,
Unit_859,3.538.583.057,solar pv,0,153.928.363,TRUE,0,1,0,181,
Unit_860,3.307.071.062,wind_onshore,0,8.598.384.761,TRUE,0,1,0,181,
Unit_861,2.300.699.805,solar pv,0,1.000.804.415,TRUE,0,1,0,45,
Unit_862,2.828.918.681,wind_onshore,0,735.518.857,TRUE,0,1,0,45,
Unit_863,7.390.456.214,solar pv,0,3.214.848.453,TRUE,0,1,0,61,
Unit_864,5.334.873.127,wind_onshore,0,1.387.067.013,TRUE,0,1,0,61,
Unit_865,7.540.348.276,solar pv,0,32.800.515,TRUE,0,1,0,10,
Unit_866,3.455.474.832,solar pv,0,1.503.131.552,TRUE,0,1,0,10,
Unit_867,4.458.679.969,wind_onshore,0,1.159.256.792,TRUE,0,1,0,10,
Unit_868,7.537.361.053,solar pv,0,3.278.752.058,TRUE,0,1,0,110,
Unit_869,7.979.515.473,wind_onshore,0,2.074.674.023,TRUE,0,1,0,110,
Unit_870,4.786.568.699,solar pv,0,2.082.157.384,TRUE,0,1,0,116,
Unit_871,4.711.972.327,wind_onshore,0,1.225.112.805,TRUE,0,1,0,116,
Unit_872,7.482.315.637,solar pv,0,3.254.807.302,TRUE,0,1,0,198,
Unit_873,101.135.295,wind_onshore,0,2.629.517.669,TRUE,0,1,0,198,
Unit_874,2.852.908.021,solar pv,0,1.241.014.989,TRUE,0,1,0,59,
Unit_875,2.511.138.222,wind_onshore,0,6.528.959.378,TRUE,0,1,0,59,
Unit_876,4.483.430.628,solar pv,0,1.950.292.323,TRUE,0,1,0,122,
Unit_877,3.209.020.344,wind_onshore,0,8.343.452.895,TRUE,0,1,0,122,
Unit_878,308.877.068,solar pv,0,1.343.615.246,TRUE,0,1,0,179,
Unit_879,3.526.427.133,wind_onshore,0,9.168.710.546,TRUE,0,1,0,179,
Unit_880,6.997.692.352,solar pv,0,3.043.996.173,TRUE,0,1,0,194,
Unit_881,140.518.457,wind_onshore,0,3.653.479.883,TRUE,0,1,0,194,
Unit_882,175.118.845,solar pv,0,7.617.669.756,TRUE,0,1,0,29,
Unit_883,1.506.902.075,solar pv,0,6.555.024.028,TRUE,0,1,0,157,
Unit_884,4.832.918.899,solar pv,0,2.102.319.721,TRUE,0,1,0,174,
Unit_885,287.147.215,wind_onshore,0,7.465.827.589,TRUE,0,1,0,174,
Unit_886,1.239.031.382,solar pv,0,538.978.651,TRUE,0,1,0,49,
Unit_887,4.498.342.048,solar pv,0,1.956.778.791,TRUE,0,1,0,186,
Unit_888,2.557.463.814,wind_onshore,0,6.649.405.916,TRUE,0,1,0,186,
Unit_889,1.073.678.333,solar pv,0,4.670.500.748,TRUE,0,1,0,158,
Unit_890,1.891.750.774,solar pv,0,8.229.115.867,TRUE,0,1,0,68,
Unit_891,6.657.893.542,wind_onshore,0,1.731.052.321,TRUE,0,1,0,68,
Unit_892,5.084.555.097,solar pv,0,2.211.781.467,TRUE,0,1,0,191,
Unit_893,1.016.570.098,wind_onshore,0,2.643.082.256,TRUE,0,1,0,191,
Unit_894,3.358.072.793,solar pv,0,1.460.761.665,TRUE,0,1,0,88,
Unit_895,2.942.526.703,wind_onshore,0,7.650.569.427,TRUE,0,1,0,88,
Unit_896,2.656.106.639,solar pv,0,1.155.406.388,TRUE,0,1,0,49,
Unit_897,1.461.460.742,solar pv,0,6.357.354.226,TRUE,0,1,0,195,
Unit_898,1.223.047.696,wind_onshore,0,3.179.924.009,TRUE,0,1,0,195,
Unit_899,2.973.690.023,solar pv,0,129.355.516,TRUE,0,1,0,93,
Unit_900,2.184.738.627,wind_onshore,0,568.032.043,TRUE,0,1,0,93,
Unit_901,2.513.052.577,solar pv,0,1.093.177.871,TRUE,0,1,0,93,
Unit_902,5.400.092.057,solar pv,0,2.349.040.045,TRUE,0,1,0,135,
Unit_903,5.434.725.227,wind_onshore,0,1.413.028.559,TRUE,0,1,0,135,
Unit_904,4.197.416.159,solar pv,0,1.825.876.029,TRUE,0,1,0,159,
Unit_905,2.874.340.123,wind_onshore,0,7.473.284.321,TRUE,0,1,0,159,
Unit_906,6.606.954.191,solar pv,0,2.874.025.073,TRUE,0,1,0,98,
Unit_907,2.444.945.766,solar pv,0,1.063.551.408,TRUE,0,1,0,49,
Unit_908,3.251.729.223,solar pv,0,1.414.502.212,TRUE,0,1,0,158,
Unit_909,4.703.262.605,solar pv,0,2.045.919.233,TRUE,0,1,0,135,
Unit_910,2.563.872.322,wind_onshore,0,6.666.068.038,TRUE,0,1,0,135,
Unit_911,2.671.903.195,solar pv,0,116.227.789,TRUE,0,1,0,158,
Unit_912,1.458.162.082,wind_onshore,0,3.791.221.412,TRUE,0,1,0,158,
Unit_913,4.272.802.306,solar pv,0,1.858.669.003,TRUE,0,1,0,82,
Unit_914,4.223.455.231,wind_onshore,0,109.809.836,TRUE,0,1,0,82,
Unit_915,4.187.617.074,solar pv,0,1.821.613.427,TRUE,0,1,0,93,
Unit_916,3.916.569.441,solar pv,0,1.703.707.707,TRUE,0,1,0,136,
Unit_917,2.353.192.683,wind_onshore,0,6.118.300.977,TRUE,0,1,0,136,
